first_name,name,call_type,call_year,host_institution,project_acronym,snsf_fis,snsf_grants_before,had_snsf_grants_before,Applicant,ApplicantNumber
Andrii,TYKHONOV,StG,2019,Université de Genève,PeVSPACE,NA,0,FALSE,NA,NA
Roman,ULM,StG,2012,Université de Genève,UV‐B Perception,Applicant Project funding;2010;132902;Perception and signalling of UV-B radiation in plants,1,TRUE,Ulm Roman,508209
Yuko,ULRICH,StG,2019,Université de Lausanne,EPIDEMIC,Applicant Eccellenza;2019;187005;Experimental Epidemiology in Ant Societies||Applicant Ambizione;2016;168066;Group Composition and Disease Susceptibility in Ant Societies,2,TRUE,Ulrich Yuko,553385
Michael,UNSER,AdG,2010,Ecole Polytechnique Fédérale de Lausanne,FUN-SP,Co-applicant Sinergia;2010;132392;Regulation of spindle pole asymmetry||Applicant Project funding;2008;121763;Spline methods for the continuous/discrete processing of images||Co-applicant Project funding;2007;119812;Analytic sensing: a new technique for EEG source imaging||Applicant Project funding;2005;109415;Spline methods for the continuous/discrete processing of images||Co-applicant Interdivisional projects;2004;108486;Improved noninvasive diagnosis and monitoring of heart disease by quantitative echocardiography and computer vision technology||Applicant Project funding;2003;101821;Spline methods for the continuous/discrete processing of images||Applicant Project funding;2000;61420;Spline methods for the continuous/discrete processing of images||Co-applicant Project funding;1999;59517;Improved noninvasive diagnosis of ischemic heart disease by quantitative stress echocardiography and advanced digital imagingprocessing.||Applicant Project funding;1998;53540;Spline methods for the continuous/discrete processing of images,9,TRUE,Unser Michaël,95488
Francoise Gisou,VAN DER GOOT,AdG,2013,Ecole Polytechnique Fédérale de Lausanne,PalmERa,"Applicant Project funding;2011;138661;Anthrax toxin receptors: cellular behavior, physiological and pathological roles||Applicant Project funding (special);2008;126140;Lipid-protein interactions in membrane organisation (EMRC/ECORES/08-EuroMembrane)||Applicant Project funding;2008;121988;Anthrax toxin receptors: cellular behavior, physiological and pathological roles||Applicant Project funding;2003;102245;Mode of action of bacterial virulence factors and what they tell us about protein and lipid trafficking in the mammalian cells||Applicant Project funding;2000;61507;Toxin host-cell interactions",5,TRUE,van der Goot Gisou,53416
Luc,VAN GOOL,AdG,2011,Eidgenössische Technische Hochschule Zürich,VarCity,Co-applicant Sinergia;2010;132167;Aerial Crowds: Populating Mixed Reality Cities||Co-applicant Project funding;2009;130224;Vision-supported speech-based human machine interaction||Co-applicant Sinergia;2008;122696;Aerial Crowds: Populating Mixed Reality Cities||Applicant Project funding;2007;118106;CASTOR: Congnitive Analysis of Scenes using Texture and Object Recognition||Applicant Project funding;2004;107991;PICSEL: Pattern Inference and Categorisation through Statistical Evaluation and Learning||Applicant Project funding;2003;103850;Analysis and Synthesis of Texture-Related Appearance (ASTRA)||Co-applicant Project funding;2000;63751;Model-based Remote Sensing Image Analysis for Snow Segmentation in Mountainous Areas,7,TRUE,Van Gool Luc,106186
Willem Frederik,VAN GUNSTEREN,AdG,2008,Eidgenössische Technische Hochschule Zürich,Biomol. Simulation,"Applicant Project funding;2008;121913;Computer Simulation of Biomolecular Systems||Applicant Project funding;2005;109227;Computer Simulation of Biomolecular Systems||Applicant Project funding;2000;63590;Prediction of the structure, stability and folding of proteins||Co-applicant National Research Programmes (NRPs);1999;57468;Mechanically actuated optical nanoswitch||Applicant Project funding;1999;57069;Biomolecular modelling: development and testing of methods to search and sample conformational space",5,TRUE,van Gunsteren Wilfred F.,38582
Helena,VAN SWYGENHOVEN- MOENS,AdG,2013,Paul Scherrer Institut,MULTIAX,"Co-applicant Project funding;2013;150109;Experimental study and atomistic modeling of the deformation induced phase transformations in FeMnSi-based shape memory alloys||Applicant Project funding;2012;143217;Smaller is stronger PART 2: a synergetic approach using TEM, in-situ Laue and computation||Applicant Project funding;2011;137881;Structure evolution and deformation resistance in nanocrystalline metals: transient testing and in-situ synchrotron experiments||Co-applicant Project funding;2011;138240;Constitutive modeling and microstructural validation for crystal plasticity finite element computation of cyclic plasticity in fatigue||Applicant Project funding;2010;132699;Advanced methods for the interpretation of diffraction data for dislocations and complex strain fields in engineering materials||Applicant Project funding;2008;121748;Smaller is stronger: a synergetic approach using TEM, in-situ Laue and computation||Applicant Project funding;2006;116283;Size Effects in Plasticity: Experiments||Applicant Project funding;2005;109289;Modelling of Size Effects in Mechanical Properties: the Influence of Oxygen||Applicant Project funding;2003;103714;In-situ tensile testing of nano and near- nanocrystalline metals at the Swiss Light Source||Applicant Project funding;2002;100055;Atomistic simulation of bimodal and textured grain size distributions in nanocrystalline metals: structure and mechanical properties||Applicant Project funding;2001;65152;In-situ tensile testing of nano and near- nanocrystalline metals at the Swiss Light Source||Applicant Project funding;1999;56835;Molecular dynamics computer simulation of nanostructured metalic materials",12,TRUE,Van Swygenhoven Helena,35464
Laurent,VANBEVER,StG,2019,Eidgenössische Technische Hochschule Zürich,SyNET,Applicant Project funding;2017;175525;Data-Driven Internet Routing,1,TRUE,Vanbever Laurent,692583
Joost,VANDEVONDELE,StG,2011,Eidgenössische Technische Hochschule Zürich,DIAMOND,Applicant Project funding;2009;129602;first principles simulations of the electron dynamics in dye sensitized solar cells||Co-applicant Project funding;2007;119829;Density functional theory based calculations of large molecules and condensed systems,2,TRUE,VandeVondele Joost,133555
Jiri,VANICEK,CoG,2015,Ecole Polytechnique Fédérale de Lausanne,MOLEQULE,Applicant Project funding;2013;150098;Efficient methods for real and imaginary time quantum dynamics of large systems||Applicant Project funding;2008;124936;Efficient methods for real and imaginary time quantum dynamics of large systems,2,TRUE,Vanicek Jiri,546994
Stefano,VANNI,StG,2018,Université de Fribourg,MCS-MD,Applicant SNSF Professorships;2015;163966;Intracellular lipid droplets: using computer simulations to link biophysics with cell biology,1,TRUE,Vanni Stefano,547938
Michalis,VASSILIOU,StG,2018,Eidgenössische Technische Hochschule Zürich,MiniMasonryTesting,Applicant Project funding;2016;172512;Overturning probability of uplifting structures under far-field earthquake excitation,1,TRUE,Vassiliou Michalis,634216
Jan-Willem,VEENING,CoG,2017,Université de Lausanne,PneumoCaTChER,Applicant Project funding;2016;172861;Division site and division plane selection in the human pathogen Streptococcus pneumoniae,1,TRUE,Veening Jan-Willem,682022
Anne,VERHAMME,StG,2017,Université de Genève,TRIPLE,Applicant SNSF Professorships;2017;176808;Indirect probes of Lyman continuum escape from galaxies,1,TRUE,Verhamme Anne,547079
Martin,VETTERLI,AdG,2009,Ecole Polytechnique Fédérale de Lausanne,SPARSAM,"Applicant Interdivisional projects;2008;122240;Ultrasound tomography for breast cancer detection and breast screening: signal processing methods, algorithms and experiments||Applicant Project funding;2008;121935;New sampling methods for processing and communication||Applicant Project funding;2006;116742;Plenoptic Imaging: Optics, Sensor and Processing||Co-applicant Project funding;2005;109406;Spatial Speech and Audio Communication||Applicant Project funding;2003;103729;Wavelets and Multiresolution Techniques for Image Processing and Communications||Applicant Project funding;2003;101561;Adapted representations for the analysis, synthesis and processing of audio signals||Co-applicant Interdivisional projects;2001;65187;Shot noise in signal processing, communications and biology||Applicant Project funding;2000;63664;Wavelets and Multiresolution Techniques for Signal Processing and Communications||Applicant Project funding;2000;61831;Joint source/channel coding for packet networks||Co-applicant Project funding;2000;61493;Multimedia retrieval: indexing, user interaction, and communication issues||Co-applicant Project funding;1999;59152;Image archival and retrieval for multimedia databases based on exploratory statistics and geometrical invariants||Co-applicant Project funding;1999;59038;Quality parameters, metrics and standard representation for digital color image capture and archiving||Applicant Project funding;1999;57220;Adapted representations for the analysis, synthesis and processing of audio signals",13,TRUE,Vetterli Martin,15356
Alessandro,VICHI,StG,2017,Ecole Polytechnique Fédérale de Lausanne,CFT-MAP,Applicant SNSF Professorships;2015;163670;Numerical and theoretical investigation of scale invariant systems,1,TRUE,Vichi Alessandro,562385
Marie,VIOLAY,StG,2017,Ecole Polytechnique Fédérale de Lausanne,BEFINE,Applicant Assistant Professor (AP) Energy Grants;2014;160588;Hydro-Mechanical Couplings in Enhanced Geothermal Reservoir _ Earthquake nucleation,1,TRUE,Violay Marie,634313
Michail,VLACHOS,StG,2010,IBM Research GmbH,MinINexact,NA,0,FALSE,NA,NA
Viola,VOGEL,AdG,2008,Eidgenössische Technische Hochschule Zürich,Mechanochem Switches,Applicant Project funding;2006;116236;Towards simulating a cell adhesion site at angstrom resolution,1,TRUE,Vogel Viola,510167
Olivier,VOINNET,AdG,2012,Eidgenössische Technische Hochschule Zürich,Frontiers of RNAi-II,Applicant Project funding;2010;132907;Genetics of miRNA action and biogenesis,1,TRUE,Voinnet Olivier,557556
Andrea,VOLTERRA,AdG,2013,Université de Lausanne,astromnesis,Applicant Project funding;2011;140999;The role of gliotransmission in synaptic physiology and pathophysiology: beyond proof-of-principle||Applicant Project funding;2007;120398;The role of gliotransmission in synaptic physiology and pathophysiology||Applicant Project funding;2002;100850;Glutamate exocytosis from astrocytes: understanding its roles in brain physiology and diseases,3,TRUE,Volterra Andrea,500393
Anatole,VON LILIENFELD,CoG,2017,Universität Basel,QML,Applicant Project funding;2017;175747;Sampling chemical space with alchemical perturbation theory||Co-applicant National Research Programmes (NRPs);2016;167186;Big Data for Computational Chemistry: Unified machine learning and sparse grid combination technique for quantum based molecular design||Co-applicant Project funding;2014;160067;Multiscale dynamics of dog rabies elimination||Applicant SNSF Professorships;2011;138932;From atomistic exploration of chemical compound space towards bio-molecular design:  Quantum mechanical rational compound design (QM-RCD),4,TRUE,von Lilienfeld-Toal Otto Anatole,504833
Christian,VON MERING,StG,2009,Universität Zürich,UMICIS,Applicant Project funding;2007;118211;Genotypic basis of microbial diversity in the environment,1,TRUE,von Mering Christian,99470
Julia,VORHOLT,AdG,2014,Eidgenössische Technische Hochschule Zürich,PhyMo,Applicant Project funding;2013;152835;Investigation of the alphaproteobacterial general stress response in the context of the phyllosphere environment||Applicant Project funding;2010;135623;Elucidation of the signal transduction network controlling the PhyR-NepR-SigmaEcfG cascade and the general stress response in Alphaproteobacteria||Applicant Project funding (special);2009;131039;A synthetic Biology Approach for Engineering of Bacterial Methylotrophy (09-EuroSYNBIO-FP-023)||Applicant Project funding;2007;119875;Functional analysis of the general stress response regulator PhyR in methylobacterium extorquens AM1,4,TRUE,Vorholt Julia,542112
Penelope,VOUNATSOU,AdG,2012,Schweizerisches Tropen- und Public Health- Institut,IMCCA,"Applicant Project funding;2010;135769;Development of statistical methods for analysing geographical disparities, trends and projections in gender-related cancers in Switzerland||Co-applicant Project funding;2010;132949;Effects of co-distribution of Plasmodium and intestinal helminth infections on clinical outcomes and self-rated quality of life||Applicant Interdivisional projects;2007;118379;Development of spatial statistical methodology for the analysis of health demographic surveillance system (DSS) data||Applicant Interdivisional projects;2003;102136;Development of spatial statistical methods for geographical mapping of malaria transmission parameters derived from mathematical models of transmission||Applicant Project funding;1999;57165;Development of spatial statistical methods for modeling point- referenced data in malaria epidemiology.",5,TRUE,Vounatsou Penelope,72100
